appid,game_name,concurrent_players,collected_at
1049590,Eternal Return,2822,2026-01-04 22:46:14.139475
271590,Grand Theft Auto V,89809,2026-01-04 22:56:16.822860
1811260,EA SPORTS FC™ 26,786,2026-01-04 22:56:16.822860
730,Counter-Strike 2,1041967,2026-01-04 22:56:16.822860
578080,PUBG: Battlegrounds,128583,2026-01-04 22:56:16.822860
1172470,Apex Legends,52652,2026-01-04 22:56:16.822860
570,Dota 2,509665,2026-01-04 22:56:16.822860
1778820,TEKKEN 8,5769,2026-01-04 22:56:16.822860
1049590,Eternal Return,2832,2026-01-04 22:56:16.822860
271590,Grand Theft Auto V,87866,2026-01-04 23:06:20.701952
1811260,EA SPORTS FC™ 26,759,2026-01-04 23:06:20.701952
730,Counter-Strike 2,1024680,2026-01-04 23:06:20.701952
578080,PUBG: Battlegrounds,122324,2026-01-04 23:06:20.701952
1172470,Apex Legends,51587,2026-01-04 23:06:20.701952
570,Dota 2,503383,2026-01-04 23:06:20.701952
1778820,TEKKEN 8,5763,2026-01-04 23:06:20.701952
1049590,Eternal Return,2826,2026-01-04 23:06:20.701952
271590,Grand Theft Auto V,87866,2026-01-04 23:16:24.727191
1811260,EA SPORTS FC™ 26,759,2026-01-04 23:16:24.727191
730,Counter-Strike 2,1024680,2026-01-04 23:16:24.727191
578080,PUBG: Battlegrounds,122324,2026-01-04 23:16:24.727191
1172470,Apex Legends,51587,2026-01-04 23:16:24.727191
570,Dota 2,503383,2026-01-04 23:16:24.727191
1778820,TEKKEN 8,5705,2026-01-04 23:16:24.727191
1049590,Eternal Return,2823,2026-01-04 23:16:24.727191
271590,Grand Theft Auto V,83741,2026-01-04 23:26:27.888405
1811260,EA SPORTS FC™ 26,719,2026-01-04 23:26:27.888405
730,Counter-Strike 2,988680,2026-01-04 23:26:27.888405
578080,PUBG: Battlegrounds,112225,2026-01-04 23:26:27.888405
1172470,Apex Legends,49827,2026-01-04 23:26:27.888405
570,Dota 2,490355,2026-01-04 23:26:27.888405
1778820,TEKKEN 8,5705,2026-01-04 23:26:27.888405
1049590,Eternal Return,2823,2026-01-04 23:26:27.888405
271590,Grand Theft Auto V,83741,2026-01-04 23:36:31.350257
1811260,EA SPORTS FC™ 26,719,2026-01-04 23:36:31.350257
730,Counter-Strike 2,988680,2026-01-04 23:36:31.350257
578080,PUBG: Battlegrounds,112225,2026-01-04 23:36:31.350257
1172470,Apex Legends,49827,2026-01-04 23:36:31.350257
570,Dota 2,490355,2026-01-04 23:36:31.350257
1778820,TEKKEN 8,5555,2026-01-04 23:36:31.350257
1049590,Eternal Return,2851,2026-01-04 23:36:31.350257
271590,Grand Theft Auto V,82052,2026-01-04 23:46:34.141507
1811260,EA SPORTS FC™ 26,715,2026-01-04 23:46:34.141507
730,Counter-Strike 2,944815,2026-01-04 23:46:34.141507
578080,PUBG: Battlegrounds,106086,2026-01-04 23:46:34.141507
1172470,Apex Legends,48731,2026-01-04 23:46:34.141507
570,Dota 2,488123,2026-01-04 23:46:34.141507
1778820,TEKKEN 8,5497,2026-01-04 23:46:34.141507
1049590,Eternal Return,2817,2026-01-04 23:46:34.141507
271590,Grand Theft Auto V,78654,2026-01-04 23:56:37.054296
1811260,EA SPORTS FC™ 26,715,2026-01-04 23:56:37.054296
730,Counter-Strike 2,944815,2026-01-04 23:56:37.054296
578080,PUBG: Battlegrounds,101256,2026-01-04 23:56:37.054296
1172470,Apex Legends,47929,2026-01-04 23:56:37.054296
570,Dota 2,480786,2026-01-04 23:56:37.054296
1778820,TEKKEN 8,5342,2026-01-04 23:56:37.054296
1049590,Eternal Return,2817,2026-01-04 23:56:37.054296
271590,Grand Theft Auto V,78654,2026-01-05 00:06:40.943288
1811260,EA SPORTS FC™ 26,715,2026-01-05 00:06:40.943288
730,Counter-Strike 2,905032,2026-01-05 00:06:40.943288
578080,PUBG: Battlegrounds,101256,2026-01-05 00:06:40.943288
1172470,Apex Legends,47929,2026-01-05 00:06:40.943288
570,Dota 2,480786,2026-01-05 00:06:40.943288
1778820,TEKKEN 8,5342,2026-01-05 00:06:40.943288
1049590,Eternal Return,2864,2026-01-05 00:06:40.943288
271590,Grand Theft Auto V,74664,2026-01-05 00:16:43.911903
1811260,EA SPORTS FC™ 26,710,2026-01-05 00:16:43.911903
730,Counter-Strike 2,905032,2026-01-05 00:16:43.911903
578080,PUBG: Battlegrounds,95944,2026-01-05 00:16:43.911903
1172470,Apex Legends,47051,2026-01-05 00:16:43.911903
570,Dota 2,471674,2026-01-05 00:16:43.911903
1778820,TEKKEN 8,5258,2026-01-05 00:16:43.911903
1049590,Eternal Return,2864,2026-01-05 00:16:43.911903
271590,Grand Theft Auto V,73148,2026-01-05 00:26:47.500741
1811260,EA SPORTS FC™ 26,685,2026-01-05 00:26:47.500741
730,Counter-Strike 2,872223,2026-01-05 00:26:47.500741
578080,PUBG: Battlegrounds,95206,2026-01-05 00:26:47.500741
1172470,Apex Legends,47031,2026-01-05 00:26:47.500741
570,Dota 2,469390,2026-01-05 00:26:47.500741
1778820,TEKKEN 8,5250,2026-01-05 00:26:47.500741
1049590,Eternal Return,2981,2026-01-05 00:26:47.500741
271590,Grand Theft Auto V,73148,2026-01-05 00:36:51.291251
1811260,EA SPORTS FC™ 26,685,2026-01-05 00:36:51.291251
730,Counter-Strike 2,872223,2026-01-05 00:36:51.291251
578080,PUBG: Battlegrounds,95206,2026-01-05 00:36:51.291251
1172470,Apex Legends,47031,2026-01-05 00:36:51.291251
570,Dota 2,469390,2026-01-05 00:36:51.291251
1778820,TEKKEN 8,5225,2026-01-05 00:36:51.291251
1049590,Eternal Return,2981,2026-01-05 00:36:51.291251
271590,Grand Theft Auto V,70519,2026-01-05 00:46:54.027447
1811260,EA SPORTS FC™ 26,688,2026-01-05 00:46:54.027447
730,Counter-Strike 2,842944,2026-01-05 00:46:54.027447
578080,PUBG: Battlegrounds,96283,2026-01-05 00:46:54.027447
1172470,Apex Legends,47427,2026-01-05 00:46:54.027447
570,Dota 2,463521,2026-01-05 00:46:54.027447
1778820,TEKKEN 8,5205,2026-01-05 00:46:54.027447
1049590,Eternal Return,3122,2026-01-05 00:46:54.027447
271590,Grand Theft Auto V,70519,2026-01-05 00:56:57.667606
1811260,EA SPORTS FC™ 26,688,2026-01-05 00:56:57.667606
730,Counter-Strike 2,842944,2026-01-05 00:56:57.667606
578080,PUBG: Battlegrounds,96283,2026-01-05 00:56:57.667606
1172470,Apex Legends,47427,2026-01-05 00:56:57.667606
570,Dota 2,463521,2026-01-05 00:56:57.667606
1778820,TEKKEN 8,5205,2026-01-05 00:56:57.667606
1049590,Eternal Return,3287,2026-01-05 00:56:57.667606
271590,Grand Theft Auto V,67993,2026-01-05 01:07:00.653168
1811260,EA SPORTS FC™ 26,655,2026-01-05 01:07:00.653168
730,Counter-Strike 2,816484,2026-01-05 01:07:00.653168
578080,PUBG: Battlegrounds,98689,2026-01-05 01:07:00.653168
1172470,Apex Legends,48204,2026-01-05 01:07:00.653168
570,Dota 2,458476,2026-01-05 01:07:00.653168
1778820,TEKKEN 8,5158,2026-01-05 01:07:00.653168
1049590,Eternal Return,3287,2026-01-05 01:07:00.653168
271590,Grand Theft Auto V,66934,2026-01-05 01:17:04.054978
1811260,EA SPORTS FC™ 26,641,2026-01-05 01:17:04.054978
730,Counter-Strike 2,816484,2026-01-05 01:17:04.054978
578080,PUBG: Battlegrounds,101031,2026-01-05 01:17:04.054978
1172470,Apex Legends,48204,2026-01-05 01:17:04.054978
570,Dota 2,456734,2026-01-05 01:17:04.054978
1778820,TEKKEN 8,5124,2026-01-05 01:17:04.054978
1049590,Eternal Return,3571,2026-01-05 01:17:04.054978
271590,Grand Theft Auto V,66934,2026-01-05 01:27:08.108596
1811260,EA SPORTS FC™ 26,641,2026-01-05 01:27:08.108596
730,Counter-Strike 2,797198,2026-01-05 01:27:08.108596
578080,PUBG: Battlegrounds,101031,2026-01-05 01:27:08.108596
1172470,Apex Legends,49248,2026-01-05 01:27:08.108596
570,Dota 2,456734,2026-01-05 01:27:08.108596
1778820,TEKKEN 8,5124,2026-01-05 01:27:08.108596
1049590,Eternal Return,3571,2026-01-05 01:27:08.108596
271590,Grand Theft Auto V,64774,2026-01-05 01:37:11.164623
1811260,EA SPORTS FC™ 26,635,2026-01-05 01:37:11.164623
730,Counter-Strike 2,797198,2026-01-05 01:37:11.164623
578080,PUBG: Battlegrounds,104901,2026-01-05 01:37:11.164623
1172470,Apex Legends,49248,2026-01-05 01:37:11.164623
570,Dota 2,451610,2026-01-05 01:37:11.164623
1778820,TEKKEN 8,5097,2026-01-05 01:37:11.164623
1049590,Eternal Return,3756,2026-01-05 01:37:11.164623
271590,Grand Theft Auto V,64774,2026-01-05 01:47:14.987830
1811260,EA SPORTS FC™ 26,635,2026-01-05 01:47:14.987830
730,Counter-Strike 2,779061,2026-01-05 01:47:14.987830
578080,PUBG: Battlegrounds,108839,2026-01-05 01:47:14.987830
1172470,Apex Legends,49780,2026-01-05 01:47:14.987830
570,Dota 2,451610,2026-01-05 01:47:14.987830
1778820,TEKKEN 8,5097,2026-01-05 01:47:14.987830
1049590,Eternal Return,3756,2026-01-05 01:47:14.987830
271590,Grand Theft Auto V,63093,2026-01-05 01:57:18.108700
1811260,EA SPORTS FC™ 26,587,2026-01-05 01:57:18.108700
730,Counter-Strike 2,770322,2026-01-05 01:57:18.108700
578080,PUBG: Battlegrounds,112032,2026-01-05 01:57:18.108700
1172470,Apex Legends,50629,2026-01-05 01:57:18.108700
570,Dota 2,448688,2026-01-05 01:57:18.108700
1778820,TEKKEN 8,5071,2026-01-05 01:57:18.108700
1049590,Eternal Return,3843,2026-01-05 01:57:18.108700
271590,Grand Theft Auto V,63093,2026-01-05 02:07:21.760635
1811260,EA SPORTS FC™ 26,587,2026-01-05 02:07:21.760635
730,Counter-Strike 2,770322,2026-01-05 02:07:21.760635
578080,PUBG: Battlegrounds,112032,2026-01-05 02:07:21.760635
1172470,Apex Legends,50629,2026-01-05 02:07:21.760635
570,Dota 2,448688,2026-01-05 02:07:21.760635
1778820,TEKKEN 8,5071,2026-01-05 02:07:21.760635
1049590,Eternal Return,3914,2026-01-05 02:07:21.760635
271590,Grand Theft Auto V,61043,2026-01-05 02:17:24.680291
1811260,EA SPORTS FC™ 26,558,2026-01-05 02:17:24.680291
730,Counter-Strike 2,763945,2026-01-05 02:17:24.680291
578080,PUBG: Battlegrounds,120020,2026-01-05 02:17:24.680291
1172470,Apex Legends,51238,2026-01-05 02:17:24.680291
570,Dota 2,443530,2026-01-05 02:17:24.680291
1778820,TEKKEN 8,5018,2026-01-05 02:17:24.680291
1049590,Eternal Return,3958,2026-01-05 02:17:24.680291
271590,Grand Theft Auto V,60198,2026-01-05 02:27:28.771513
1811260,EA SPORTS FC™ 26,551,2026-01-05 02:27:28.771513
730,Counter-Strike 2,756523,2026-01-05 02:27:28.771513
578080,PUBG: Battlegrounds,124747,2026-01-05 02:27:28.771513
1172470,Apex Legends,52572,2026-01-05 02:27:28.771513
570,Dota 2,442743,2026-01-05 02:27:28.771513
1778820,TEKKEN 8,5014,2026-01-05 02:27:28.771513
1049590,Eternal Return,3999,2026-01-05 02:27:28.771513
271590,Grand Theft Auto V,59156,2026-01-05 02:37:32.459564
1811260,EA SPORTS FC™ 26,559,2026-01-05 02:37:32.459564
730,Counter-Strike 2,747841,2026-01-05 02:37:32.459564
578080,PUBG: Battlegrounds,128675,2026-01-05 02:37:32.459564
1172470,Apex Legends,53098,2026-01-05 02:37:32.459564
570,Dota 2,440377,2026-01-05 02:37:32.459564
1778820,TEKKEN 8,4996,2026-01-05 02:37:32.459564
1049590,Eternal Return,4167,2026-01-05 02:37:32.459564
271590,Grand Theft Auto V,59156,2026-01-05 02:47:36.662859
1811260,EA SPORTS FC™ 26,559,2026-01-05 02:47:36.662859
730,Counter-Strike 2,747841,2026-01-05 02:47:36.662859
578080,PUBG: Battlegrounds,128675,2026-01-05 02:47:36.662859
1172470,Apex Legends,53098,2026-01-05 02:47:36.662859
570,Dota 2,440377,2026-01-05 02:47:36.662859
1778820,TEKKEN 8,4996,2026-01-05 02:47:36.662859
1049590,Eternal Return,4167,2026-01-05 02:47:36.662859
271590,Grand Theft Auto V,57304,2026-01-05 02:57:39.386419
1811260,EA SPORTS FC™ 26,532,2026-01-05 02:57:39.386419
730,Counter-Strike 2,742085,2026-01-05 02:57:39.386419
578080,PUBG: Battlegrounds,136441,2026-01-05 02:57:39.386419
1172470,Apex Legends,54289,2026-01-05 02:57:39.386419
570,Dota 2,436418,2026-01-05 02:57:39.386419
1778820,TEKKEN 8,4999,2026-01-05 02:57:39.386419
1049590,Eternal Return,4257,2026-01-05 02:57:39.386419
271590,Grand Theft Auto V,57304,2026-01-05 03:07:43.574382
1811260,EA SPORTS FC™ 26,532,2026-01-05 03:07:43.574382
730,Counter-Strike 2,742085,2026-01-05 03:07:43.574382
578080,PUBG: Battlegrounds,136441,2026-01-05 03:07:43.574382
1172470,Apex Legends,54289,2026-01-05 03:07:43.574382
570,Dota 2,436418,2026-01-05 03:07:43.574382
1778820,TEKKEN 8,4999,2026-01-05 03:07:43.574382
1049590,Eternal Return,4257,2026-01-05 03:07:43.574382
271590,Grand Theft Auto V,53070,2026-01-05 03:17:46.261769
1811260,EA SPORTS FC™ 26,502,2026-01-05 03:17:46.261769
730,Counter-Strike 2,731618,2026-01-05 03:17:46.261769
578080,PUBG: Battlegrounds,141991,2026-01-05 03:17:46.261769
1172470,Apex Legends,54754,2026-01-05 03:17:46.261769
570,Dota 2,431894,2026-01-05 03:17:46.261769
1778820,TEKKEN 8,4950,2026-01-05 03:17:46.261769
1049590,Eternal Return,4405,2026-01-05 03:17:46.261769
271590,Grand Theft Auto V,53070,2026-01-05 03:27:50.241543
1811260,EA SPORTS FC™ 26,502,2026-01-05 03:27:50.241543
730,Counter-Strike 2,731618,2026-01-05 03:27:50.241543
578080,PUBG: Battlegrounds,141991,2026-01-05 03:27:50.241543
1172470,Apex Legends,55061,2026-01-05 03:27:50.241543
570,Dota 2,431894,2026-01-05 03:27:50.241543
1778820,TEKKEN 8,4950,2026-01-05 03:27:50.241543
1049590,Eternal Return,4405,2026-01-05 03:27:50.241543
271590,Grand Theft Auto V,54216,2026-01-05 03:37:53.608230
1811260,EA SPORTS FC™ 26,495,2026-01-05 03:37:53.608230
730,Counter-Strike 2,724150,2026-01-05 03:37:53.608230
578080,PUBG: Battlegrounds,146739,2026-01-05 03:37:53.608230
1172470,Apex Legends,55311,2026-01-05 03:37:53.608230
570,Dota 2,420808,2026-01-05 03:37:53.608230
1778820,TEKKEN 8,4814,2026-01-05 03:37:53.608230
1049590,Eternal Return,4609,2026-01-05 03:37:53.608230
271590,Grand Theft Auto V,54216,2026-01-05 03:47:57.245342
1811260,EA SPORTS FC™ 26,495,2026-01-05 03:47:57.245342
730,Counter-Strike 2,724150,2026-01-05 03:47:57.245342
578080,PUBG: Battlegrounds,146739,2026-01-05 03:47:57.245342
1172470,Apex Legends,55311,2026-01-05 03:47:57.245342
570,Dota 2,420808,2026-01-05 03:47:57.245342
1778820,TEKKEN 8,4814,2026-01-05 03:47:57.245342
1049590,Eternal Return,4609,2026-01-05 03:47:57.245342
271590,Grand Theft Auto V,53880,2026-01-05 03:58:00.022104
1811260,EA SPORTS FC™ 26,481,2026-01-05 03:58:00.022104
730,Counter-Strike 2,717784,2026-01-05 03:58:00.022104
578080,PUBG: Battlegrounds,153018,2026-01-05 03:58:00.022104
1172470,Apex Legends,56092,2026-01-05 03:58:00.022104
570,Dota 2,423109,2026-01-05 03:58:00.022104
1778820,TEKKEN 8,4727,2026-01-05 03:58:00.022104
1049590,Eternal Return,4888,2026-01-05 03:58:00.022104
271590,Grand Theft Auto V,53880,2026-01-05 04:08:03.555859
1811260,EA SPORTS FC™ 26,481,2026-01-05 04:08:03.555859
730,Counter-Strike 2,703980,2026-01-05 04:08:03.555859
578080,PUBG: Battlegrounds,153018,2026-01-05 04:08:03.555859
1172470,Apex Legends,56092,2026-01-05 04:08:03.555859
570,Dota 2,419080,2026-01-05 04:08:03.555859
1778820,TEKKEN 8,4727,2026-01-05 04:08:03.555859
1049590,Eternal Return,4888,2026-01-05 04:08:03.555859
271590,Grand Theft Auto V,52968,2026-01-05 04:18:06.795488
1811260,EA SPORTS FC™ 26,459,2026-01-05 04:18:06.795488
730,Counter-Strike 2,703980,2026-01-05 04:18:06.795488
578080,PUBG: Battlegrounds,162754,2026-01-05 04:18:06.795488
1172470,Apex Legends,56690,2026-01-05 04:18:06.795488
570,Dota 2,419080,2026-01-05 04:18:06.795488
1778820,TEKKEN 8,4726,2026-01-05 04:18:06.795488
1049590,Eternal Return,5119,2026-01-05 04:18:06.795488
271590,Grand Theft Auto V,52968,2026-01-05 04:28:10.322785
1811260,EA SPORTS FC™ 26,459,2026-01-05 04:28:10.322785
730,Counter-Strike 2,708410,2026-01-05 04:28:10.322785
578080,PUBG: Battlegrounds,162754,2026-01-05 04:28:10.322785
1172470,Apex Legends,56690,2026-01-05 04:28:10.322785
570,Dota 2,416927,2026-01-05 04:28:10.322785
1778820,TEKKEN 8,4769,2026-01-05 04:28:10.322785
1049590,Eternal Return,5119,2026-01-05 04:28:10.322785
271590,Grand Theft Auto V,53548,2026-01-05 04:38:13.295907
1811260,EA SPORTS FC™ 26,438,2026-01-05 04:38:13.295907
730,Counter-Strike 2,708410,2026-01-05 04:38:13.295907
578080,PUBG: Battlegrounds,177686,2026-01-05 04:38:13.295907
1172470,Apex Legends,58432,2026-01-05 04:38:13.295907
570,Dota 2,416927,2026-01-05 04:38:13.295907
1778820,TEKKEN 8,4708,2026-01-05 04:38:13.295907
1049590,Eternal Return,5490,2026-01-05 04:38:13.295907
271590,Grand Theft Auto V,53548,2026-01-05 04:48:18.721662
1811260,EA SPORTS FC™ 26,438,2026-01-05 04:48:18.721662
730,Counter-Strike 2,715954,2026-01-05 04:48:18.721662
578080,PUBG: Battlegrounds,177686,2026-01-05 04:48:18.721662
1172470,Apex Legends,58432,2026-01-05 04:48:18.721662
570,Dota 2,419478,2026-01-05 04:48:18.721662
1778820,TEKKEN 8,4708,2026-01-05 04:48:18.721662
1049590,Eternal Return,5490,2026-01-05 04:48:18.721662
271590,Grand Theft Auto V,53865,2026-01-05 04:58:21.809135
1811260,EA SPORTS FC™ 26,432,2026-01-05 04:58:21.809135
730,Counter-Strike 2,715954,2026-01-05 04:58:21.809135
578080,PUBG: Battlegrounds,198102,2026-01-05 04:58:21.809135
1172470,Apex Legends,60901,2026-01-05 04:58:21.809135
570,Dota 2,419478,2026-01-05 04:58:21.809135
1778820,TEKKEN 8,4639,2026-01-05 04:58:21.809135
1049590,Eternal Return,5954,2026-01-05 04:58:21.809135
271590,Grand Theft Auto V,53865,2026-01-05 05:08:26.097199
1811260,EA SPORTS FC™ 26,432,2026-01-05 05:08:26.097199
730,Counter-Strike 2,720001,2026-01-05 05:08:26.097199
578080,PUBG: Battlegrounds,198102,2026-01-05 05:08:26.097199
1172470,Apex Legends,60901,2026-01-05 05:08:26.097199
570,Dota 2,415742,2026-01-05 05:08:26.097199
1778820,TEKKEN 8,4560,2026-01-05 05:08:26.097199
1049590,Eternal Return,5954,2026-01-05 05:08:26.097199
271590,Grand Theft Auto V,54127,2026-01-05 05:18:30.398083
1811260,EA SPORTS FC™ 26,398,2026-01-05 05:18:30.398083
730,Counter-Strike 2,720001,2026-01-05 05:18:30.398083
578080,PUBG: Battlegrounds,213061,2026-01-05 05:18:30.398083
1172470,Apex Legends,61555,2026-01-05 05:18:30.398083
570,Dota 2,415742,2026-01-05 05:18:30.398083
1778820,TEKKEN 8,4560,2026-01-05 05:18:30.398083
1049590,Eternal Return,6270,2026-01-05 05:18:30.398083
271590,Grand Theft Auto V,54127,2026-01-05 05:28:34.183707
1811260,EA SPORTS FC™ 26,398,2026-01-05 05:28:34.183707
730,Counter-Strike 2,724944,2026-01-05 05:28:34.183707
578080,PUBG: Battlegrounds,213061,2026-01-05 05:28:34.183707
1172470,Apex Legends,63129,2026-01-05 05:28:34.183707
570,Dota 2,415487,2026-01-05 05:28:34.183707
1778820,TEKKEN 8,4527,2026-01-05 05:28:34.183707
1049590,Eternal Return,6270,2026-01-05 05:28:34.183707
271590,Grand Theft Auto V,54414,2026-01-05 05:38:37.362778
1811260,EA SPORTS FC™ 26,386,2026-01-05 05:38:37.362778
730,Counter-Strike 2,724944,2026-01-05 05:38:37.362778
578080,PUBG: Battlegrounds,228786,2026-01-05 05:38:37.362778
1172470,Apex Legends,63129,2026-01-05 05:38:37.362778
570,Dota 2,415487,2026-01-05 05:38:37.362778
1778820,TEKKEN 8,4448,2026-01-05 05:38:37.362778
1049590,Eternal Return,6641,2026-01-05 05:38:37.362778
271590,Grand Theft Auto V,54414,2026-01-05 05:48:41.078833
1811260,EA SPORTS FC™ 26,386,2026-01-05 05:48:41.078833
730,Counter-Strike 2,728297,2026-01-05 05:48:41.078833
578080,PUBG: Battlegrounds,228786,2026-01-05 05:48:41.078833
1172470,Apex Legends,64879,2026-01-05 05:48:41.078833
570,Dota 2,414679,2026-01-05 05:48:41.078833
1778820,TEKKEN 8,4448,2026-01-05 05:48:41.078833
1049590,Eternal Return,6641,2026-01-05 05:48:41.078833
271590,Grand Theft Auto V,54928,2026-01-05 05:58:44.258905
1811260,EA SPORTS FC™ 26,378,2026-01-05 05:58:44.258905
730,Counter-Strike 2,735995,2026-01-05 05:58:44.258905
578080,PUBG: Battlegrounds,244095,2026-01-05 05:58:44.258905
1172470,Apex Legends,64879,2026-01-05 05:58:44.258905
570,Dota 2,414679,2026-01-05 05:58:44.258905
1778820,TEKKEN 8,4404,2026-01-05 05:58:44.258905
1049590,Eternal Return,6999,2026-01-05 05:58:44.258905
271590,Grand Theft Auto V,54928,2026-01-05 06:08:47.836776
1811260,EA SPORTS FC™ 26,378,2026-01-05 06:08:47.836776
730,Counter-Strike 2,735995,2026-01-05 06:08:47.836776
578080,PUBG: Battlegrounds,244095,2026-01-05 06:08:47.836776
1172470,Apex Legends,66193,2026-01-05 06:08:47.836776
570,Dota 2,414961,2026-01-05 06:08:47.836776
1778820,TEKKEN 8,4233,2026-01-05 06:08:47.836776
1049590,Eternal Return,6999,2026-01-05 06:08:47.836776
271590,Grand Theft Auto V,55903,2026-01-05 06:18:51.029503
1811260,EA SPORTS FC™ 26,366,2026-01-05 06:18:51.029503
730,Counter-Strike 2,745594,2026-01-05 06:18:51.029503
578080,PUBG: Battlegrounds,259608,2026-01-05 06:18:51.029503
1172470,Apex Legends,66193,2026-01-05 06:18:51.029503
570,Dota 2,414961,2026-01-05 06:18:51.029503
1778820,TEKKEN 8,4233,2026-01-05 06:18:51.029503
1049590,Eternal Return,7377,2026-01-05 06:18:51.029503
271590,Grand Theft Auto V,55903,2026-01-05 06:28:54.503407
1811260,EA SPORTS FC™ 26,366,2026-01-05 06:28:54.503407
730,Counter-Strike 2,745594,2026-01-05 06:28:54.503407
578080,PUBG: Battlegrounds,259608,2026-01-05 06:28:54.503407
1172470,Apex Legends,68339,2026-01-05 06:28:54.503407
570,Dota 2,417004,2026-01-05 06:28:54.503407
1778820,TEKKEN 8,4205,2026-01-05 06:28:54.503407
1049590,Eternal Return,7377,2026-01-05 06:28:54.503407
271590,Grand Theft Auto V,57001,2026-01-05 06:38:57.566372
1811260,EA SPORTS FC™ 26,372,2026-01-05 06:38:57.566372
730,Counter-Strike 2,759615,2026-01-05 06:38:57.566372
578080,PUBG: Battlegrounds,274765,2026-01-05 06:38:57.566372
1172470,Apex Legends,68339,2026-01-05 06:38:57.566372
570,Dota 2,417004,2026-01-05 06:38:57.566372
1778820,TEKKEN 8,4183,2026-01-05 06:38:57.566372
1049590,Eternal Return,7718,2026-01-05 06:38:57.566372
271590,Grand Theft Auto V,57001,2026-01-05 06:49:01.130123
1811260,EA SPORTS FC™ 26,372,2026-01-05 06:49:01.130123
730,Counter-Strike 2,759615,2026-01-05 06:49:01.130123
578080,PUBG: Battlegrounds,274765,2026-01-05 06:49:01.130123
1172470,Apex Legends,69986,2026-01-05 06:49:01.130123
570,Dota 2,419331,2026-01-05 06:49:01.130123
1778820,TEKKEN 8,4183,2026-01-05 06:49:01.130123
1049590,Eternal Return,7718,2026-01-05 06:49:01.130123
271590,Grand Theft Auto V,58685,2026-01-05 06:59:04.795263
1811260,EA SPORTS FC™ 26,366,2026-01-05 06:59:04.795263
730,Counter-Strike 2,777000,2026-01-05 06:59:04.795263
578080,PUBG: Battlegrounds,289272,2026-01-05 06:59:04.795263
1172470,Apex Legends,69986,2026-01-05 06:59:04.795263
570,Dota 2,419331,2026-01-05 06:59:04.795263
1778820,TEKKEN 8,4223,2026-01-05 06:59:04.795263
1049590,Eternal Return,8070,2026-01-05 06:59:04.795263
271590,Grand Theft Auto V,58685,2026-01-05 07:09:08.880490
1811260,EA SPORTS FC™ 26,366,2026-01-05 07:09:08.880490
730,Counter-Strike 2,777000,2026-01-05 07:09:08.880490
578080,PUBG: Battlegrounds,289272,2026-01-05 07:09:08.880490
1172470,Apex Legends,71374,2026-01-05 07:09:08.880490
570,Dota 2,420196,2026-01-05 07:09:08.880490
1778820,TEKKEN 8,4223,2026-01-05 07:09:08.880490
1049590,Eternal Return,8070,2026-01-05 07:09:08.880490
271590,Grand Theft Auto V,60210,2026-01-05 07:19:12.201451
1811260,EA SPORTS FC™ 26,365,2026-01-05 07:19:12.201451
730,Counter-Strike 2,787929,2026-01-05 07:19:12.201451
578080,PUBG: Battlegrounds,289823,2026-01-05 07:19:12.201451
1172470,Apex Legends,71374,2026-01-05 07:19:12.201451
570,Dota 2,420196,2026-01-05 07:19:12.201451
1778820,TEKKEN 8,4216,2026-01-05 07:19:12.201451
1049590,Eternal Return,8227,2026-01-05 07:19:12.201451
271590,Grand Theft Auto V,60210,2026-01-05 07:29:16.035849
1811260,EA SPORTS FC™ 26,365,2026-01-05 07:29:16.035849
730,Counter-Strike 2,787929,2026-01-05 07:29:16.035849
578080,PUBG: Battlegrounds,289823,2026-01-05 07:29:16.035849
1172470,Apex Legends,72301,2026-01-05 07:29:16.035849
570,Dota 2,427122,2026-01-05 07:29:16.035849
1778820,TEKKEN 8,4164,2026-01-05 07:29:16.035849
1049590,Eternal Return,8227,2026-01-05 07:29:16.035849
271590,Grand Theft Auto V,62209,2026-01-05 07:39:19.509837
1811260,EA SPORTS FC™ 26,366,2026-01-05 07:39:19.509837
730,Counter-Strike 2,812765,2026-01-05 07:39:19.509837
578080,PUBG: Battlegrounds,291194,2026-01-05 07:39:19.509837
1172470,Apex Legends,72301,2026-01-05 07:39:19.509837
570,Dota 2,433000,2026-01-05 07:39:19.509837
1778820,TEKKEN 8,4164,2026-01-05 07:39:19.509837
1049590,Eternal Return,8496,2026-01-05 07:39:19.509837
271590,Grand Theft Auto V,62209,2026-01-05 07:49:23.440334
1811260,EA SPORTS FC™ 26,366,2026-01-05 07:49:23.440334
730,Counter-Strike 2,812765,2026-01-05 07:49:23.440334
578080,PUBG: Battlegrounds,291194,2026-01-05 07:49:23.440334
1172470,Apex Legends,73438,2026-01-05 07:49:23.440334
570,Dota 2,433000,2026-01-05 07:49:23.440334
1778820,TEKKEN 8,4141,2026-01-05 07:49:23.440334
1049590,Eternal Return,8496,2026-01-05 07:49:23.440334
271590,Grand Theft Auto V,64446,2026-01-05 07:59:26.667825
1811260,EA SPORTS FC™ 26,365,2026-01-05 07:59:26.667825
730,Counter-Strike 2,838753,2026-01-05 07:59:26.667825
578080,PUBG: Battlegrounds,294161,2026-01-05 07:59:26.667825
1172470,Apex Legends,73438,2026-01-05 07:59:26.667825
570,Dota 2,440646,2026-01-05 07:59:26.667825
1778820,TEKKEN 8,4096,2026-01-05 07:59:26.667825
