appid,game_name,concurrent_players,collected_at
578080,PUBG: Battlegrounds,157932,2025-12-31 20:49:21.993515
1172470,Apex Legends,49290,2025-12-31 20:49:21.993515
570,Dota 2,511204,2025-12-31 20:49:21.993515
1778820,TEKKEN 8,5503,2025-12-31 20:49:21.993515
271590,Grand Theft Auto V,86238,2025-12-31 20:59:25.582035
1811260,EA SPORTS FC™ 26,1007,2025-12-31 20:59:25.582035
730,Counter-Strike 2,1046136,2025-12-31 20:59:25.582035
578080,PUBG: Battlegrounds,157932,2025-12-31 20:59:25.582035
1172470,Apex Legends,49290,2025-12-31 20:59:25.582035
570,Dota 2,511204,2025-12-31 20:59:25.582035
1778820,TEKKEN 8,5513,2025-12-31 20:59:25.582035
271590,Grand Theft Auto V,84417,2025-12-31 21:09:28.375488
1811260,EA SPORTS FC™ 26,971,2025-12-31 21:09:28.375488
730,Counter-Strike 2,1003296,2025-12-31 21:09:28.375488
578080,PUBG: Battlegrounds,147206,2025-12-31 21:09:28.375488
1172470,Apex Legends,47444,2025-12-31 21:09:28.375488
570,Dota 2,496807,2025-12-31 21:09:28.375488
1778820,TEKKEN 8,5513,2025-12-31 21:09:28.375488
271590,Grand Theft Auto V,84417,2025-12-31 21:19:31.961680
1811260,EA SPORTS FC™ 26,971,2025-12-31 21:19:31.961680
730,Counter-Strike 2,1003296,2025-12-31 21:19:31.961680
578080,PUBG: Battlegrounds,147206,2025-12-31 21:19:31.961680
1172470,Apex Legends,47444,2025-12-31 21:19:31.961680
570,Dota 2,496807,2025-12-31 21:19:31.961680
1778820,TEKKEN 8,5385,2025-12-31 21:19:31.961680
271590,Grand Theft Auto V,83416,2025-12-31 21:29:34.986813
1811260,EA SPORTS FC™ 26,958,2025-12-31 21:29:34.986813
730,Counter-Strike 2,1004105,2025-12-31 21:29:34.986813
578080,PUBG: Battlegrounds,139343,2025-12-31 21:29:34.986813
1172470,Apex Legends,46297,2025-12-31 21:29:34.986813
570,Dota 2,496785,2025-12-31 21:29:34.986813
1778820,TEKKEN 8,5385,2025-12-31 21:29:34.986813
271590,Grand Theft Auto V,83416,2025-12-31 21:39:38.667995
1811260,EA SPORTS FC™ 26,958,2025-12-31 21:39:38.667995
730,Counter-Strike 2,1004105,2025-12-31 21:39:38.667995
578080,PUBG: Battlegrounds,139343,2025-12-31 21:39:38.667995
1172470,Apex Legends,46297,2025-12-31 21:39:38.667995
570,Dota 2,496785,2025-12-31 21:39:38.667995
1778820,TEKKEN 8,5325,2025-12-31 21:39:38.667995
271590,Grand Theft Auto V,82037,2025-12-31 21:49:41.461200
1811260,EA SPORTS FC™ 26,967,2025-12-31 21:49:41.461200
730,Counter-Strike 2,991971,2025-12-31 21:49:41.461200
578080,PUBG: Battlegrounds,132293,2025-12-31 21:49:41.461200
1172470,Apex Legends,45269,2025-12-31 21:49:41.461200
570,Dota 2,497120,2025-12-31 21:49:41.461200
1778820,TEKKEN 8,5325,2025-12-31 21:49:41.461200
271590,Grand Theft Auto V,82037,2025-12-31 21:59:44.331156
1811260,EA SPORTS FC™ 26,967,2025-12-31 21:59:44.331156
730,Counter-Strike 2,991971,2025-12-31 21:59:44.331156
578080,PUBG: Battlegrounds,132293,2025-12-31 21:59:44.331156
1172470,Apex Legends,45269,2025-12-31 21:59:44.331156
570,Dota 2,497120,2025-12-31 21:59:44.331156
1778820,TEKKEN 8,5302,2025-12-31 21:59:44.331156
271590,Grand Theft Auto V,79348,2025-12-31 22:09:47.146615
1811260,EA SPORTS FC™ 26,975,2025-12-31 22:09:47.146615
730,Counter-Strike 2,961715,2025-12-31 22:09:47.146615
578080,PUBG: Battlegrounds,122182,2025-12-31 22:09:47.146615
1172470,Apex Legends,43382,2025-12-31 22:09:47.146615
570,Dota 2,492325,2025-12-31 22:09:47.146615
1778820,TEKKEN 8,5248,2025-12-31 22:09:47.146615
271590,Grand Theft Auto V,79734,2025-12-31 22:19:50.889033
1811260,EA SPORTS FC™ 26,975,2025-12-31 22:19:50.889033
730,Counter-Strike 2,966233,2025-12-31 22:19:50.889033
578080,PUBG: Battlegrounds,124143,2025-12-31 22:19:50.889033
1172470,Apex Legends,43649,2025-12-31 22:19:50.889033
570,Dota 2,491206,2025-12-31 22:19:50.889033
1778820,TEKKEN 8,5243,2025-12-31 22:19:50.889033
271590,Grand Theft Auto V,77701,2025-12-31 22:29:54.569112
1811260,EA SPORTS FC™ 26,907,2025-12-31 22:29:54.569112
730,Counter-Strike 2,880515,2025-12-31 22:29:54.569112
578080,PUBG: Battlegrounds,114986,2025-12-31 22:29:54.569112
1172470,Apex Legends,42027,2025-12-31 22:29:54.569112
570,Dota 2,491545,2025-12-31 22:29:54.569112
1778820,TEKKEN 8,5279,2025-12-31 22:29:54.569112
271590,Grand Theft Auto V,77701,2025-12-31 22:39:58.279877
1811260,EA SPORTS FC™ 26,907,2025-12-31 22:39:58.279877
730,Counter-Strike 2,880515,2025-12-31 22:39:58.279877
578080,PUBG: Battlegrounds,114986,2025-12-31 22:39:58.279877
1172470,Apex Legends,42027,2025-12-31 22:39:58.279877
570,Dota 2,491545,2025-12-31 22:39:58.279877
1778820,TEKKEN 8,5279,2025-12-31 22:39:58.279877
271590,Grand Theft Auto V,75607,2025-12-31 22:50:01.108625
1811260,EA SPORTS FC™ 26,866,2025-12-31 22:50:01.108625
730,Counter-Strike 2,857751,2025-12-31 22:50:01.108625
578080,PUBG: Battlegrounds,106714,2025-12-31 22:50:01.108625
1172470,Apex Legends,41295,2025-12-31 22:50:01.108625
570,Dota 2,488677,2025-12-31 22:50:01.108625
1778820,TEKKEN 8,5201,2025-12-31 22:50:01.108625
271590,Grand Theft Auto V,74980,2025-12-31 23:00:04.884009
1811260,EA SPORTS FC™ 26,864,2025-12-31 23:00:04.884009
730,Counter-Strike 2,847906,2025-12-31 23:00:04.884009
578080,PUBG: Battlegrounds,104360,2025-12-31 23:00:04.884009
1172470,Apex Legends,40872,2025-12-31 23:00:04.884009
570,Dota 2,486426,2025-12-31 23:00:04.884009
1778820,TEKKEN 8,5181,2025-12-31 23:00:04.884009
271590,Grand Theft Auto V,74980,2025-12-31 23:10:07.669429
1811260,EA SPORTS FC™ 26,815,2025-12-31 23:10:07.669429
730,Counter-Strike 2,847906,2025-12-31 23:10:07.669429
578080,PUBG: Battlegrounds,104360,2025-12-31 23:10:07.669429
1172470,Apex Legends,39018,2025-12-31 23:10:07.669429
570,Dota 2,486426,2025-12-31 23:10:07.669429
1778820,TEKKEN 8,5181,2025-12-31 23:10:07.669429
271590,Grand Theft Auto V,72450,2025-12-31 23:20:10.691017
1811260,EA SPORTS FC™ 26,815,2025-12-31 23:20:10.691017
730,Counter-Strike 2,828231,2025-12-31 23:20:10.691017
578080,PUBG: Battlegrounds,96505,2025-12-31 23:20:10.691017
1172470,Apex Legends,39018,2025-12-31 23:20:10.691017
570,Dota 2,479012,2025-12-31 23:20:10.691017
1778820,TEKKEN 8,5113,2025-12-31 23:20:10.691017
271590,Grand Theft Auto V,72450,2025-12-31 23:30:13.677437
1811260,EA SPORTS FC™ 26,769,2025-12-31 23:30:13.677437
730,Counter-Strike 2,828231,2025-12-31 23:30:13.677437
578080,PUBG: Battlegrounds,96505,2025-12-31 23:30:13.677437
1172470,Apex Legends,38541,2025-12-31 23:30:13.677437
570,Dota 2,479012,2025-12-31 23:30:13.677437
1778820,TEKKEN 8,5113,2025-12-31 23:30:13.677437
271590,Grand Theft Auto V,70924,2025-12-31 23:40:16.503700
1811260,EA SPORTS FC™ 26,750,2025-12-31 23:40:16.503700
730,Counter-Strike 2,819162,2025-12-31 23:40:16.503700
578080,PUBG: Battlegrounds,91899,2025-12-31 23:40:16.503700
1172470,Apex Legends,38508,2025-12-31 23:40:16.503700
570,Dota 2,472359,2025-12-31 23:40:16.503700
1778820,TEKKEN 8,5176,2025-12-31 23:40:16.503700
271590,Grand Theft Auto V,70529,2025-12-31 23:50:19.247412
1811260,EA SPORTS FC™ 26,751,2025-12-31 23:50:19.247412
730,Counter-Strike 2,815516,2025-12-31 23:50:19.247412
578080,PUBG: Battlegrounds,91106,2025-12-31 23:50:19.247412
1172470,Apex Legends,38252,2025-12-31 23:50:19.247412
570,Dota 2,470754,2025-12-31 23:50:19.247412
1778820,TEKKEN 8,5263,2025-12-31 23:50:19.247412
271590,Grand Theft Auto V,69477,2026-01-01 00:00:22.085610
1811260,EA SPORTS FC™ 26,751,2026-01-01 00:00:22.085610
730,Counter-Strike 2,803805,2026-01-01 00:00:22.085610
578080,PUBG: Battlegrounds,89561,2026-01-01 00:00:22.085610
1172470,Apex Legends,38252,2026-01-01 00:00:22.085610
570,Dota 2,464819,2026-01-01 00:00:22.085610
1778820,TEKKEN 8,5263,2026-01-01 00:00:22.085610
271590,Grand Theft Auto V,69477,2026-01-01 00:10:25.032431
1811260,EA SPORTS FC™ 26,709,2026-01-01 00:10:25.032431
730,Counter-Strike 2,803805,2026-01-01 00:10:25.032431
578080,PUBG: Battlegrounds,89561,2026-01-01 00:10:25.032431
1172470,Apex Legends,37640,2026-01-01 00:10:25.032431
570,Dota 2,464819,2026-01-01 00:10:25.032431
1778820,TEKKEN 8,5280,2026-01-01 00:10:25.032431
271590,Grand Theft Auto V,67011,2026-01-01 00:20:28.281598
1811260,EA SPORTS FC™ 26,706,2026-01-01 00:20:28.281598
730,Counter-Strike 2,786459,2026-01-01 00:20:28.281598
578080,PUBG: Battlegrounds,97693,2026-01-01 00:20:28.281598
1172470,Apex Legends,37240,2026-01-01 00:20:28.281598
570,Dota 2,453753,2026-01-01 00:20:28.281598
1778820,TEKKEN 8,5280,2026-01-01 00:20:28.281598
271590,Grand Theft Auto V,65828,2026-01-01 00:30:31.619651
1811260,EA SPORTS FC™ 26,700,2026-01-01 00:30:31.619651
730,Counter-Strike 2,754350,2026-01-01 00:30:31.619651
578080,PUBG: Battlegrounds,101460,2026-01-01 00:30:31.619651
1172470,Apex Legends,37430,2026-01-01 00:30:31.619651
570,Dota 2,446521,2026-01-01 00:30:31.619651
1778820,TEKKEN 8,5206,2026-01-01 00:30:31.619651
271590,Grand Theft Auto V,65828,2026-01-01 00:40:35.456598
1811260,EA SPORTS FC™ 26,700,2026-01-01 00:40:35.456598
730,Counter-Strike 2,754350,2026-01-01 00:40:35.456598
578080,PUBG: Battlegrounds,101460,2026-01-01 00:40:35.456598
1172470,Apex Legends,37430,2026-01-01 00:40:35.456598
570,Dota 2,446521,2026-01-01 00:40:35.456598
1778820,TEKKEN 8,5206,2026-01-01 00:40:35.456598
271590,Grand Theft Auto V,63966,2026-01-01 00:50:38.225935
1811260,EA SPORTS FC™ 26,631,2026-01-01 00:50:38.225935
730,Counter-Strike 2,744109,2026-01-01 00:50:38.225935
578080,PUBG: Battlegrounds,105328,2026-01-01 00:50:38.225935
1172470,Apex Legends,37637,2026-01-01 00:50:38.225935
570,Dota 2,436576,2026-01-01 00:50:38.225935
1778820,TEKKEN 8,5158,2026-01-01 00:50:38.225935
271590,Grand Theft Auto V,62832,2026-01-01 01:00:41.834940
1811260,EA SPORTS FC™ 26,656,2026-01-01 01:00:41.834940
730,Counter-Strike 2,742428,2026-01-01 01:00:41.834940
578080,PUBG: Battlegrounds,107547,2026-01-01 01:00:41.834940
1172470,Apex Legends,37884,2026-01-01 01:00:41.834940
570,Dota 2,432243,2026-01-01 01:00:41.834940
1778820,TEKKEN 8,5167,2026-01-01 01:00:41.834940
271590,Grand Theft Auto V,62832,2026-01-01 01:10:45.621418
1811260,EA SPORTS FC™ 26,629,2026-01-01 01:10:45.621418
730,Counter-Strike 2,742428,2026-01-01 01:10:45.621418
578080,PUBG: Battlegrounds,107547,2026-01-01 01:10:45.621418
1172470,Apex Legends,37884,2026-01-01 01:10:45.621418
570,Dota 2,432243,2026-01-01 01:10:45.621418
1778820,TEKKEN 8,5167,2026-01-01 01:10:45.621418
271590,Grand Theft Auto V,60617,2026-01-01 01:20:48.428549
1811260,EA SPORTS FC™ 26,603,2026-01-01 01:20:48.428549
730,Counter-Strike 2,738547,2026-01-01 01:20:48.428549
578080,PUBG: Battlegrounds,114062,2026-01-01 01:20:48.428549
1172470,Apex Legends,38666,2026-01-01 01:20:48.428549
570,Dota 2,425956,2026-01-01 01:20:48.428549
1778820,TEKKEN 8,5105,2026-01-01 01:20:48.428549
271590,Grand Theft Auto V,60617,2026-01-01 01:30:52.121343
1811260,EA SPORTS FC™ 26,603,2026-01-01 01:30:52.121343
730,Counter-Strike 2,738547,2026-01-01 01:30:52.121343
578080,PUBG: Battlegrounds,114062,2026-01-01 01:30:52.121343
1172470,Apex Legends,38666,2026-01-01 01:30:52.121343
570,Dota 2,425956,2026-01-01 01:30:52.121343
1778820,TEKKEN 8,5094,2026-01-01 01:30:52.121343
271590,Grand Theft Auto V,59407,2026-01-01 01:40:55.094010
1811260,EA SPORTS FC™ 26,587,2026-01-01 01:40:55.094010
730,Counter-Strike 2,736913,2026-01-01 01:40:55.094010
578080,PUBG: Battlegrounds,116138,2026-01-01 01:40:55.094010
1172470,Apex Legends,39567,2026-01-01 01:40:55.094010
570,Dota 2,423112,2026-01-01 01:40:55.094010
1778820,TEKKEN 8,5124,2026-01-01 01:40:55.094010
271590,Grand Theft Auto V,59407,2026-01-01 01:50:58.207428
1811260,EA SPORTS FC™ 26,587,2026-01-01 01:50:58.207428
730,Counter-Strike 2,736913,2026-01-01 01:50:58.207428
578080,PUBG: Battlegrounds,120760,2026-01-01 01:50:58.207428
1172470,Apex Legends,39567,2026-01-01 01:50:58.207428
570,Dota 2,423112,2026-01-01 01:50:58.207428
1778820,TEKKEN 8,5119,2026-01-01 01:50:58.207428
271590,Grand Theft Auto V,58099,2026-01-01 02:01:01.027710
1811260,EA SPORTS FC™ 26,571,2026-01-01 02:01:01.027710
730,Counter-Strike 2,733085,2026-01-01 02:01:01.027710
578080,PUBG: Battlegrounds,131629,2026-01-01 02:01:01.027710
1172470,Apex Legends,41407,2026-01-01 02:01:01.027710
570,Dota 2,418377,2026-01-01 02:01:01.027710
1778820,TEKKEN 8,5119,2026-01-01 02:01:01.027710
271590,Grand Theft Auto V,58099,2026-01-01 02:11:03.819127
1811260,EA SPORTS FC™ 26,556,2026-01-01 02:11:03.819127
730,Counter-Strike 2,733085,2026-01-01 02:11:03.819127
578080,PUBG: Battlegrounds,138373,2026-01-01 02:11:03.819127
1172470,Apex Legends,41407,2026-01-01 02:11:03.819127
570,Dota 2,418645,2026-01-01 02:11:03.819127
1778820,TEKKEN 8,5132,2026-01-01 02:11:03.819127
271590,Grand Theft Auto V,56609,2026-01-01 02:21:06.960117
1811260,EA SPORTS FC™ 26,558,2026-01-01 02:21:06.960117
730,Counter-Strike 2,722199,2026-01-01 02:21:06.960117
578080,PUBG: Battlegrounds,144849,2026-01-01 02:21:06.960117
1172470,Apex Legends,43248,2026-01-01 02:21:06.960117
570,Dota 2,418960,2026-01-01 02:21:06.960117
1778820,TEKKEN 8,5133,2026-01-01 02:21:06.960117
271590,Grand Theft Auto V,56609,2026-01-01 02:31:09.733526
1811260,EA SPORTS FC™ 26,558,2026-01-01 02:31:09.733526
730,Counter-Strike 2,722199,2026-01-01 02:31:09.733526
578080,PUBG: Battlegrounds,144849,2026-01-01 02:31:09.733526
1172470,Apex Legends,43248,2026-01-01 02:31:09.733526
570,Dota 2,418960,2026-01-01 02:31:09.733526
1778820,TEKKEN 8,5105,2026-01-01 02:31:09.733526
271590,Grand Theft Auto V,55276,2026-01-01 02:41:12.648225
1811260,EA SPORTS FC™ 26,558,2026-01-01 02:41:12.648225
730,Counter-Strike 2,723093,2026-01-01 02:41:12.648225
578080,PUBG: Battlegrounds,161175,2026-01-01 02:41:12.648225
1172470,Apex Legends,46098,2026-01-01 02:41:12.648225
570,Dota 2,417683,2026-01-01 02:41:12.648225
1778820,TEKKEN 8,5060,2026-01-01 02:41:12.648225
271590,Grand Theft Auto V,55276,2026-01-01 02:51:16.311606
1811260,EA SPORTS FC™ 26,558,2026-01-01 02:51:16.311606
730,Counter-Strike 2,723093,2026-01-01 02:51:16.311606
578080,PUBG: Battlegrounds,161175,2026-01-01 02:51:16.311606
1172470,Apex Legends,46098,2026-01-01 02:51:16.311606
570,Dota 2,417683,2026-01-01 02:51:16.311606
1778820,TEKKEN 8,5060,2026-01-01 02:51:16.311606
271590,Grand Theft Auto V,54360,2026-01-01 03:01:19.118380
1811260,EA SPORTS FC™ 26,549,2026-01-01 03:01:19.118380
730,Counter-Strike 2,719737,2026-01-01 03:01:19.118380
578080,PUBG: Battlegrounds,169454,2026-01-01 03:01:19.118380
1172470,Apex Legends,47545,2026-01-01 03:01:19.118380
570,Dota 2,416801,2026-01-01 03:01:19.118380
1778820,TEKKEN 8,5058,2026-01-01 03:01:19.118380
271590,Grand Theft Auto V,54360,2026-01-01 03:11:21.918699
1811260,EA SPORTS FC™ 26,549,2026-01-01 03:11:21.918699
730,Counter-Strike 2,713182,2026-01-01 03:11:21.918699
578080,PUBG: Battlegrounds,169454,2026-01-01 03:11:21.918699
1172470,Apex Legends,47545,2026-01-01 03:11:21.918699
570,Dota 2,416801,2026-01-01 03:11:21.918699
1778820,TEKKEN 8,5058,2026-01-01 03:11:21.918699
271590,Grand Theft Auto V,51979,2026-01-01 03:21:24.702851
1811260,EA SPORTS FC™ 26,560,2026-01-01 03:21:24.702851
730,Counter-Strike 2,713182,2026-01-01 03:21:24.702851
578080,PUBG: Battlegrounds,180130,2026-01-01 03:21:24.702851
1172470,Apex Legends,49868,2026-01-01 03:21:24.702851
570,Dota 2,412891,2026-01-01 03:21:24.702851
1778820,TEKKEN 8,4995,2026-01-01 03:21:24.702851
271590,Grand Theft Auto V,51979,2026-01-01 03:31:28.374254
1811260,EA SPORTS FC™ 26,560,2026-01-01 03:31:28.374254
730,Counter-Strike 2,714674,2026-01-01 03:31:28.374254
578080,PUBG: Battlegrounds,180130,2026-01-01 03:31:28.374254
1172470,Apex Legends,49868,2026-01-01 03:31:28.374254
570,Dota 2,412891,2026-01-01 03:31:28.374254
1778820,TEKKEN 8,4995,2026-01-01 03:31:28.374254
271590,Grand Theft Auto V,52486,2026-01-01 03:41:31.395279
1811260,EA SPORTS FC™ 26,562,2026-01-01 03:41:31.395279
730,Counter-Strike 2,714674,2026-01-01 03:41:31.395279
578080,PUBG: Battlegrounds,185362,2026-01-01 03:41:31.395279
1172470,Apex Legends,51361,2026-01-01 03:41:31.395279
570,Dota 2,414267,2026-01-01 03:41:31.395279
1778820,TEKKEN 8,5047,2026-01-01 03:41:31.395279
271590,Grand Theft Auto V,52526,2026-01-01 03:51:35.166667
1811260,EA SPORTS FC™ 26,559,2026-01-01 03:51:35.166667
730,Counter-Strike 2,713561,2026-01-01 03:51:35.166667
578080,PUBG: Battlegrounds,191256,2026-01-01 03:51:35.166667
1172470,Apex Legends,51083,2026-01-01 03:51:35.166667
570,Dota 2,413960,2026-01-01 03:51:35.166667
1778820,TEKKEN 8,5048,2026-01-01 03:51:35.166667
271590,Grand Theft Auto V,52526,2026-01-01 04:01:38.466636
1811260,EA SPORTS FC™ 26,557,2026-01-01 04:01:38.466636
730,Counter-Strike 2,713434,2026-01-01 04:01:38.466636
578080,PUBG: Battlegrounds,191256,2026-01-01 04:01:38.466636
1172470,Apex Legends,52962,2026-01-01 04:01:38.466636
570,Dota 2,413236,2026-01-01 04:01:38.466636
1778820,TEKKEN 8,5048,2026-01-01 04:01:38.466636
271590,Grand Theft Auto V,51831,2026-01-01 04:11:41.804579
1811260,EA SPORTS FC™ 26,557,2026-01-01 04:11:41.804579
730,Counter-Strike 2,713434,2026-01-01 04:11:41.804579
578080,PUBG: Battlegrounds,198164,2026-01-01 04:11:41.804579
1172470,Apex Legends,52962,2026-01-01 04:11:41.804579
570,Dota 2,413236,2026-01-01 04:11:41.804579
1778820,TEKKEN 8,5119,2026-01-01 04:11:41.804579
271590,Grand Theft Auto V,52261,2026-01-01 04:21:45.112128
1811260,EA SPORTS FC™ 26,545,2026-01-01 04:21:45.112128
730,Counter-Strike 2,718543,2026-01-01 04:21:45.112128
578080,PUBG: Battlegrounds,208361,2026-01-01 04:21:45.112128
1172470,Apex Legends,55283,2026-01-01 04:21:45.112128
570,Dota 2,408881,2026-01-01 04:21:45.112128
1778820,TEKKEN 8,5169,2026-01-01 04:21:45.112128
271590,Grand Theft Auto V,52261,2026-01-01 04:31:49.153738
1811260,EA SPORTS FC™ 26,545,2026-01-01 04:31:49.153738
730,Counter-Strike 2,718543,2026-01-01 04:31:49.153738
578080,PUBG: Battlegrounds,208361,2026-01-01 04:31:49.153738
1172470,Apex Legends,55283,2026-01-01 04:31:49.153738
570,Dota 2,408881,2026-01-01 04:31:49.153738
1778820,TEKKEN 8,5169,2026-01-01 04:31:49.153738
271590,Grand Theft Auto V,52818,2026-01-01 04:41:51.972802
1811260,EA SPORTS FC™ 26,540,2026-01-01 04:41:51.972802
730,Counter-Strike 2,723846,2026-01-01 04:41:51.972802
578080,PUBG: Battlegrounds,221422,2026-01-01 04:41:51.972802
1172470,Apex Legends,57530,2026-01-01 04:41:51.972802
570,Dota 2,408176,2026-01-01 04:41:51.972802
1778820,TEKKEN 8,5245,2026-01-01 04:41:51.972802
271590,Grand Theft Auto V,52818,2026-01-01 04:51:54.864662
1811260,EA SPORTS FC™ 26,540,2026-01-01 04:51:54.864662
730,Counter-Strike 2,723846,2026-01-01 04:51:54.864662
578080,PUBG: Battlegrounds,221422,2026-01-01 04:51:54.864662
1172470,Apex Legends,57530,2026-01-01 04:51:54.864662
570,Dota 2,408176,2026-01-01 04:51:54.864662
1778820,TEKKEN 8,5245,2026-01-01 04:51:54.864662
271590,Grand Theft Auto V,53410,2026-01-01 05:01:57.976717
1811260,EA SPORTS FC™ 26,533,2026-01-01 05:01:57.976717
730,Counter-Strike 2,743823,2026-01-01 05:01:57.976717
578080,PUBG: Battlegrounds,246382,2026-01-01 05:01:57.976717
1172470,Apex Legends,62005,2026-01-01 05:01:57.976717
570,Dota 2,410372,2026-01-01 05:01:57.976717
1778820,TEKKEN 8,5141,2026-01-01 05:01:57.976717
271590,Grand Theft Auto V,53410,2026-01-01 05:12:01.895682
1811260,EA SPORTS FC™ 26,540,2026-01-01 05:12:01.895682
730,Counter-Strike 2,754880,2026-01-01 05:12:01.895682
578080,PUBG: Battlegrounds,246382,2026-01-01 05:12:01.895682
1172470,Apex Legends,64856,2026-01-01 05:12:01.895682
570,Dota 2,413907,2026-01-01 05:12:01.895682
1778820,TEKKEN 8,5110,2026-01-01 05:12:01.895682
271590,Grand Theft Auto V,54089,2026-01-01 05:22:05.620548
1811260,EA SPORTS FC™ 26,545,2026-01-01 05:22:05.620548
730,Counter-Strike 2,760840,2026-01-01 05:22:05.620548
578080,PUBG: Battlegrounds,264610,2026-01-01 05:22:05.620548
1172470,Apex Legends,67629,2026-01-01 05:22:05.620548
570,Dota 2,416604,2026-01-01 05:22:05.620548
1778820,TEKKEN 8,5138,2026-01-01 05:22:05.620548
271590,Grand Theft Auto V,54089,2026-01-01 05:32:08.671160
1811260,EA SPORTS FC™ 26,545,2026-01-01 05:32:08.671160
730,Counter-Strike 2,760840,2026-01-01 05:32:08.671160
578080,PUBG: Battlegrounds,264610,2026-01-01 05:32:08.671160
1172470,Apex Legends,67629,2026-01-01 05:32:08.671160
570,Dota 2,416604,2026-01-01 05:32:08.671160
1778820,TEKKEN 8,5138,2026-01-01 05:32:08.671160
271590,Grand Theft Auto V,55126,2026-01-01 05:42:11.612445
1811260,EA SPORTS FC™ 26,546,2026-01-01 05:42:11.612445
730,Counter-Strike 2,783253,2026-01-01 05:42:11.612445
578080,PUBG: Battlegrounds,283947,2026-01-01 05:42:11.612445
1172470,Apex Legends,73639,2026-01-01 05:42:11.612445
570,Dota 2,426896,2026-01-01 05:42:11.612445
1778820,TEKKEN 8,5171,2026-01-01 05:42:11.612445
271590,Grand Theft Auto V,56514,2026-01-01 05:52:14.880214
1811260,EA SPORTS FC™ 26,546,2026-01-01 05:52:14.880214
730,Counter-Strike 2,813935,2026-01-01 05:52:14.880214
578080,PUBG: Battlegrounds,311519,2026-01-01 05:52:14.880214
1172470,Apex Legends,73639,2026-01-01 05:52:14.880214
570,Dota 2,438962,2026-01-01 05:52:14.880214
1778820,TEKKEN 8,5171,2026-01-01 05:52:14.880214
271590,Grand Theft Auto V,56514,2026-01-01 06:02:17.914392
1811260,EA SPORTS FC™ 26,525,2026-01-01 06:02:17.914392
730,Counter-Strike 2,813935,2026-01-01 06:02:17.914392
578080,PUBG: Battlegrounds,311519,2026-01-01 06:02:17.914392
1172470,Apex Legends,79286,2026-01-01 06:02:17.914392
570,Dota 2,438962,2026-01-01 06:02:17.914392
1778820,TEKKEN 8,5261,2026-01-01 06:02:17.914392
271590,Grand Theft Auto V,57914,2026-01-01 06:12:20.735991
1811260,EA SPORTS FC™ 26,543,2026-01-01 06:12:20.735991
730,Counter-Strike 2,840487,2026-01-01 06:12:20.735991
578080,PUBG: Battlegrounds,337831,2026-01-01 06:12:20.735991
1172470,Apex Legends,82354,2026-01-01 06:12:20.735991
570,Dota 2,448803,2026-01-01 06:12:20.735991
1778820,TEKKEN 8,5226,2026-01-01 06:12:20.735991
271590,Grand Theft Auto V,58768,2026-01-01 06:22:23.903566
1811260,EA SPORTS FC™ 26,548,2026-01-01 06:22:23.903566
730,Counter-Strike 2,849844,2026-01-01 06:22:23.903566
578080,PUBG: Battlegrounds,350925,2026-01-01 06:22:23.903566
1172470,Apex Legends,85189,2026-01-01 06:22:23.903566
570,Dota 2,454821,2026-01-01 06:22:23.903566
1778820,TEKKEN 8,5271,2026-01-01 06:22:23.903566
271590,Grand Theft Auto V,59625,2026-01-01 06:32:27.793537
1811260,EA SPORTS FC™ 26,541,2026-01-01 06:32:27.793537
730,Counter-Strike 2,874551,2026-01-01 06:32:27.793537
578080,PUBG: Battlegrounds,357149,2026-01-01 06:32:27.793537
1172470,Apex Legends,87817,2026-01-01 06:32:27.793537
570,Dota 2,458068,2026-01-01 06:32:27.793537
1778820,TEKKEN 8,5227,2026-01-01 06:32:27.793537
271590,Grand Theft Auto V,60425,2026-01-01 06:42:31.234636
1811260,EA SPORTS FC™ 26,541,2026-01-01 06:42:31.234636
730,Counter-Strike 2,890505,2026-01-01 06:42:31.234636
578080,PUBG: Battlegrounds,375580,2026-01-01 06:42:31.234636
1172470,Apex Legends,90621,2026-01-01 06:42:31.234636
570,Dota 2,466836,2026-01-01 06:42:31.234636
1778820,TEKKEN 8,5292,2026-01-01 06:42:31.234636
271590,Grand Theft Auto V,60425,2026-01-01 06:52:35.235452
1811260,EA SPORTS FC™ 26,541,2026-01-01 06:52:35.235452
730,Counter-Strike 2,890505,2026-01-01 06:52:35.235452
578080,PUBG: Battlegrounds,375580,2026-01-01 06:52:35.235452
1172470,Apex Legends,90621,2026-01-01 06:52:35.235452
570,Dota 2,466836,2026-01-01 06:52:35.235452
1778820,TEKKEN 8,5292,2026-01-01 06:52:35.235452
271590,Grand Theft Auto V,61250,2026-01-01 07:02:38.138376
1811260,EA SPORTS FC™ 26,538,2026-01-01 07:02:38.138376
730,Counter-Strike 2,898302,2026-01-01 07:02:38.138376
578080,PUBG: Battlegrounds,390380,2026-01-01 07:02:38.138376
1172470,Apex Legends,93170,2026-01-01 07:02:38.138376
570,Dota 2,473006,2026-01-01 07:02:38.138376
1778820,TEKKEN 8,5228,2026-01-01 07:02:38.138376
271590,Grand Theft Auto V,62519,2026-01-01 07:12:41.060177
1811260,EA SPORTS FC™ 26,520,2026-01-01 07:12:41.060177
730,Counter-Strike 2,933155,2026-01-01 07:12:41.060177
578080,PUBG: Battlegrounds,404262,2026-01-01 07:12:41.060177
1172470,Apex Legends,97025,2026-01-01 07:12:41.060177
